id,climate,energy,environment,resources,sustainability,dedicated
21170011,0,0,0,0,0,0
21170012,0,0,0,0,0,0
21170013,0,0,0,0,0,0
21170014,0,0,0,0,0,0
21170015,0,0,0,0,0,0
21170016,0,0,0,0,0,0
21170017,0,0,0,0,0,0
21170018,0,0,0,0,0,0
21170019,0,0,0,0,0,0
21170020,0,0,0,0,0,0
21170021,0,0,0,0,0,0
21170022,0,0,0,0,0,0
21170023,0,0,0,0,0,0
21170024,0,0,0,0,0,0
21170025,0,0,0,0,0,0
21170026,0,0,0,0,0,0
21170027,0,0,0,0,0,0
21170028,0,0,0,0,0,0
21170029,0,0,0,0,0,0
21170030,0,0,0,0,0,0
21170031,0,0,0,0,0,0
21170032,0,0,0,0,0,0
21170033,0,0,0,0,0,0
21170034,0,0,0,0,0,0
21170035,0,0,0,0,0,0
21170036,0,0,0,0,0,0
21170037,0,0,0,0,0,0
21170038,0,0,0,0,0,0
21170039,0,0,0,0,0,0
21170040,0,0,0,0,0,0
21170041,0,0,0,0,0,0
21170042,0,0,0,0,0,0
21170043,0,0,0,0,0,0
21170044,0,0,0,0,0,0
21170046,0,0,0,0,0,0
21170045,0,0,0,0,0,0
21170047,0,0,0,0,0,0
21170048,0,0,0,0,0,0
21170049,0,0,0,0,0,0
21170050,0,0,0,0,0,0
21170051,0,0,0,0,0,0
21170052,0,0,0,0,0,0
21170053,0,0,0,0,0,0
21170054,0,0,0,0,0,0
21170055,0,0,0,0,0,0
21170056,0,0,0,0,0,0
21170057,0,0,0,0,0,0
21170058,0,0,0,0,0,0
21170059,0,0,0,0,0,0
21170060,0,0,0,0,0,0
21170061,0,0,0,0,0,0
21170062,0,0,0,0,0,0
21170063,0,0,0,0,0,0
21170064,0,0,0,0,0,0
21170065,0,0,0,0,0,0
21170066,0,0,0,0,0,0
21170067,0,0,0,0,0,0
21170068,0,0,0,0,0,0
21170069,0,0,0,0,0,0
21170070,0,0,0,0,0,0
21170071,0,0,0,0,0,0
21170072,0,0,0,0,0,0
21170073,0,0,0,0,0,0
21170074,0,0,0,0,0,0
21170075,0,0,0,0,0,0
21170076,0,0,0,0,0,0
21170077,0,0,0,0,0,0
21170078,0,0,0,0,0,0
21170079,0,0,0,0,0,0
21170080,0,0,0,0,0,0
21170081,0,0,0,0,0,0
21170082,0,0,0,0,0,0
21170083,0,0,1,0,1,0
21170084,0,0,1,0,1,0
21170085,0,0,0,0,0,0
21170086,0,0,0,0,0,0
21170087,0,0,0,0,0,0
21170088,0,0,0,0,0,0
21170089,0,0,0,0,0,0
21170090,0,0,0,0,0,0
21170091,0,0,0,0,0,0
21170092,0,0,0,0,0,0
21170093,0,0,0,0,0,0
21170094,0,0,0,0,0,0
21170095,0,0,0,0,0,0
